EventDate,Var2,Var3,Var4,Var5
03-Mar-2019,Northern America,Storm,Convective storm,Tornado
09-Aug-2019,Western Europe,Storm,Convective storm,Tornado
19-Jan-2020,Australia and New Zealand,Storm,Convective storm,Lightning/Thunderstorms
12-Jan-2020,Southern Asia,Storm,Convective storm,Winter storm/Blizzard
13-Jun-2020,Northern America,Storm,Convective storm,Severe storm
13-Jul-2020,Western Asia,Storm,Convective storm,Hail
16-Mar-2020,Eastern Africa,Storm,Convective storm,Lightning/Thunderstorms
31-Oct-2020,Australia and New Zealand,Storm,Convective storm,Hail
01-May-2020,Eastern Asia,Storm,Convective storm,Severe storm
29-Jan-2021,South America,Storm,Convective storm,Severe storm
24-Jun-2021,Eastern Europe,Storm,Convective storm,Severe storm
23-Jul-2021,Western Europe,Storm,Convective storm,Severe storm
08-Jan-2021,Southern Europe,Storm,Convective storm,Winter storm/Blizzard
30-Apr-2021,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
28-Jun-2021,Western Europe,Storm,Convective storm,Lightning/Thunderstorms
28-Jun-2021,Western Europe,Storm,Convective storm,Lightning/Thunderstorms
14-Mar-2021,Eastern Asia,Storm,Convective storm,Sand/Dust storm
24-Jul-2021,Western Europe,Storm,Convective storm,Severe storm
21-Jun-2021,Northern America,Storm,Convective storm,Tornado
13-May-2021,Eastern Asia,Storm,Convective storm,Tornado
22-May-2021,Eastern Asia,Storm,Convective storm,Severe storm
23-Nov-2019,Southern Europe,Storm,Convective storm,Severe storm
16-Oct-2019,Central America,Storm,Convective storm,Severe storm
12-Nov-2019,Southern Europe,Storm,Convective storm,Severe storm
17-Aug-2019,Central America,Storm,Convective storm,Severe storm
22-Aug-2019,Eastern Europe,Storm,Convective storm,Severe storm
19-Jun-2019,Western Africa,Storm,Convective storm,Storm/Surge
09-Aug-2019,Western Europe,Storm,Convective storm,Tornado
22-Aug-2019,Eastern Europe,Storm,Convective storm,Severe storm
11-Jan-2020,Southern Asia,Storm,Convective storm,Winter storm/Blizzard
29-Aug-2020,Southern Europe,Storm,Convective storm,Severe storm
25-Aug-2020,Eastern Africa,Storm,Convective storm,Severe storm
16-Dec-2020,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
01-Jan-2020,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
11-Jan-2020,Southern Asia,Storm,Convective storm,Winter storm/Blizzard
07-Jan-2020,Western Asia,Storm,Convective storm,Severe storm
29-Apr-2020,South-Eastern Asia,Storm,Convective storm,Severe storm
16-May-2021,Central America,Storm,Convective storm,Severe storm
14-Jul-2021,Southern Asia,Storm,Convective storm,Severe storm
31-May-2021,Southern Asia,Storm,Convective storm,Severe storm
22-Jun-2021,Eastern Europe,Storm,Convective storm,Severe storm
07-Jan-2021,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
08-Jan-2021,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
02-Jul-2021,Western Africa,Storm,Convective storm,Severe storm
01-Jan-2021,South-Eastern Asia,Storm,Convective storm,Severe storm
14-Mar-2021,Eastern Asia,Storm,Convective storm,Sand/Dust storm
22-Mar-2021,South-Eastern Asia,Storm,Convective storm,Severe storm
12-Feb-2021,Central America,Storm,Convective storm,Winter storm/Blizzard
19-Jun-2021,Australia and New Zealand,Storm,Convective storm,Tornado
01-Jun-2021,Northern Africa,Storm,Convective storm,Severe storm
16-Dec-2019,Northern America,Storm,Convective storm,Severe storm
27-Nov-2019,Northern America,Storm,Convective storm,Winter storm/Blizzard
20-Oct-2019,Northern America,Storm,Convective storm,Severe storm
11-Nov-2019,Southern Africa,Storm,Convective storm,Severe storm
20-May-2020,Northern America,Storm,Convective storm,Severe storm
10-Nov-2020,Northern America,Storm,Convective storm,Lightning/Thunderstorms
17-Nov-2020,Southern Africa,Storm,Convective storm,Severe storm
06-Apr-2020,Northern America,Storm,Convective storm,Tornado
02-May-2020,Northern America,Storm,Convective storm,Severe storm
22-Jun-2020,South America,Storm,Convective storm,Severe storm
10-Apr-2020,Northern America,Storm,Convective storm,Tornado
21-Apr-2020,Northern America,Storm,Convective storm,Tornado
10-Jan-2020,Northern America,Storm,Convective storm,Severe storm
22-Apr-2020,South-Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
08-Aug-2020,Northern America,Storm,Convective storm,Derecho
27-May-2020,Northern America,Storm,Convective storm,Hail
02-Mar-2020,Northern America,Storm,Convective storm,Tornado
27-Mar-2020,Northern America,Storm,Convective storm,Severe storm
13-Jan-2021,Northern America,Storm,Convective storm,Severe storm
24-Jan-2021,Northern America,Storm,Convective storm,Severe storm
05-May-2021,Northern America,Storm,Convective storm,Tornado
27-Apr-2021,Northern America,Storm,Convective storm,Severe storm
24-Jan-2021,Northern America,Storm,Convective storm,Tornado
09-Apr-2021,Northern America,Storm,Convective storm,Severe storm
10-Feb-2021,Northern America,Storm,Convective storm,Winter storm/Blizzard
24-Mar-2021,Northern America,Storm,Convective storm,Tornado
14-May-2021,Northern America,Storm,Convective storm,Severe storm
13-Apr-2021,Northern America,Storm,Convective storm,Severe storm
16-Mar-2021,Northern America,Storm,Convective storm,Tornado
22-Mar-2021,South-Eastern Asia,Storm,Convective storm,Severe storm
